pangkat,pend_terakhir,thn_pengangkatan,usia_asn,masa_kerja
III/c,S1,2008,48,15
III/c,S1,2008,43,15
III/c,S1,2008,48,15
III/c,S1,2008,43,15
III/c,S1,2008,44,15
III/c,S2,2006,52,17
III/c,S1,2008,43,15
III/c,S1,2006,56,17
III/c,S1,2010,37,13
III/c,S1,2006,44,17
III/c,S1,2010,37,13
III/c,S1,1995,50,28
III/c,S1,1995,53,28
III/c,S1,1988,59,35
III/c,S1,2007,43,16
III/c,S1,2006,47,17
III/c,S1,2007,43,16
III/c,S1,2007,43,16
III/c,S1,2011,37,12
III/c,S1,2006,46,17
III/c,S1,2010,43,13
III/c,S1,2008,49,15
III/c,S1,2011,47,12
III/c,S1,2008,58,15
III/c,S1,2008,58,15
III/c,S1,2008,57,15
III/c,S1,2006,56,17
III/c,S1,2007,55,16
III/c,S1,2006,58,17
III/c,S1,2006,59,17
III/c,S1,2007,60,16
III/c,S1,2008,57,15
III/c,S1,2008,58,15
III/c,S1,2009,41,14
III/c,S1,2009,48,14
III/c,S1,2007,56,16
III/c,S1,2007,55,16
III/c,S1,2006,53,17
III/c,S1,2008,50,15
III/c,S1,2008,47,15
III/c,S1,2008,58,15
III/c,S1,2008,47,15
III/c,S1,2010,46,13
III/c,S1,2007,54,16
III/c,S1,2006,56,17
III/c,S1,2009,47,14
III/c,S1,2009,39,14
III/c,S2,2009,39,14
III/c,S1,2010,47,13
III/c,S1,2007,60,16
III/c,S1,2008,58,15
III/c,S1,2008,52,15
III/c,S1,2007,58,16
III/c,S1,2006,59,17
III/c,S1,2005,53,18
III/c,S1,2008,52,15
III/c,S1,2005,58,18
III/c,S1,2008,54,15
III/c,S1,2006,58,17
III/c,S1,2006,58,17
III/c,S1,2005,55,18
III/c,S1,2006,56,17
III/c,S1,2006,56,17
III/c,S2,2014,42,9
III/c,S1,2006,47,17
III/c,S1,2006,39,17
III/c,S2,2014,51,9
III/c,S1,2006,52,17
III/c,S1,2008,56,15
III/c,S1,2008,55,15
III/c,S1,2007,51,16
III/c,S1,2006,58,17
III/c,S1,2010,38,13
III/c,S1,2007,54,16
III/c,S1,2007,58,16
III/c,S1,2009,42,14
III/c,D3,1994,57,29
III/c,S1,2010,40,13
III/c,S1,2010,46,13
III/c,S1,2009,40,14
III/c,S1,2009,38,14
III/c,S1,2009,41,14
III/c,S1,2000,58,23
III/c,S1,2011,35,12
III/c,S1,2009,39,14
III/c,S1,2010,40,13
III/c,D3,2006,48,17
III/c,S1,2007,53,16
III/c,S1,2011,39,12
III/c,S1,2009,44,14
III/c,S1,2008,54,15
III/c,S1,2007,55,16
III/c,S1,2006,41,17
III/c,S1,2011,36,12
III/c,S1,2011,41,12
III/c,S1,2011,37,12
III/c,S1,2014,50,9
III/c,S1,2014,53,9
III/c,S1,2009,39,14
III/c,S1,2009,36,14
III/c,S1,2010,36,13
III/c,S1,2010,38,13
III/c,S1,2009,36,14
III/c,S1,2009,47,14
III/c,S1,2011,36,12
III/c,S1,2009,36,14
III/c,S1,2009,48,14
III/c,S1,2009,35,14
III/c,S1,2009,45,14
III/c,S1,2011,38,12
III/c,S1,2011,44,12
III/c,S1,2009,39,14
III/c,S1,2009,40,14
III/c,S1,2007,53,16
III/c,S2,2011,33,12
III/c,S1,2009,35,14
III/c,S1,2011,37,12
III/c,S1,2007,54,16
III/c,S1,2009,40,14
III/c,S1,2009,44,14
III/c,S1,2006,57,17
III/c,S1,2008,52,15
III/c,S1,2007,56,16
III/c,S1,2009,37,14
III/c,S1,2007,46,16
III/c,D3,2007,42,16
III/c,S1,2006,41,17
III/c,S1,2006,41,17
III/c,S1,2009,39,14
III/c,D3,2006,40,17
III/c,S1,2007,58,16
III/c,S1,2007,60,16
III/c,S1,2008,58,15
III/c,S1,2007,60,16
III/c,S1,2007,60,16
III/c,S1,2007,58,16
III/c,S1,2007,60,16
III/c,S1,2007,58,16
III/c,S1,2006,43,17
III/c,S1,2006,51,17
III/c,S1,2006,51,17
III/c,S1,2006,57,17
III/c,S1,2008,56,15
III/c,S1,2007,52,16
III/c,S1,2008,54,15
III/c,S1,2008,58,15
III/c,S1,2008,54,15
III/c,S1,2008,53,15
III/c,S1,2006,57,17
III/c,S1,2006,56,17
III/c,S1,2014,54,9
III/c,S1,2008,53,15
III/c,S1,2008,58,15
III/c,S1,2007,55,16
III/c,S1,2006,59,17
III/c,S1,2008,53,15
III/c,S1,2008,52,15
III/c,S1,2007,55,16
III/c,S1,2008,55,15
III/c,S1,2007,58,16
III/c,S1,2008,53,15
III/c,S1,2007,59,16
III/c,S1,2007,59,16
III/c,S1,2007,58,16
III/c,S1,2008,60,15
III/c,S1,2008,55,15
III/c,S1,2008,59,15
III/c,S1,2008,56,15
III/c,S1,2008,59,15
III/c,S1,2008,57,15
III/c,S1,2007,59,16
III/c,S1,2008,55,15
III/c,S1,2007,59,16
III/c,S1,2008,57,15
III/c,S1,2007,59,16
III/c,S1,2008,57,15
III/c,S1,2008,55,15
III/c,S1,2005,47,18
III/c,S1,2010,41,13
III/c,S1,2009,42,14
III/c,S1,2009,39,14
III/c,S1,2009,38,14
III/c,S1,2009,41,14
III/c,S1,2010,39,13
III/c,S1,2010,46,13
III/c,S1,2011,39,12
III/c,S1,2010,41,13
III/c,S1,2008,51,15
III/c,S1,2008,45,15
III/c,S1,2008,44,15
III/c,S1,2008,52,15
III/c,S1,2007,57,16
III/c,S2,2007,57,16
III/c,S1,2009,41,14
III/c,S1,2005,47,18
III/c,S1,2008,51,15
III/c,S1,2008,58,15
III/c,S1,2005,56,18
III/c,S1,2000,56,23
III/c,S1,2006,52,17
III/c,S1,2009,40,14
III/c,S1,2006,57,17
III/c,S1,1996,55,27
III/c,S1,2007,55,16
III/c,S1,2008,58,15
III/c,S1,2005,54,18
III/c,S1,2007,60,16
III/c,S1,2007,55,16
III/c,S1,2008,60,15
III/c,S1,2008,58,15
III/c,S1,2008,57,15
III/c,S1,2007,54,16
III/c,S1,2006,60,17
III/c,S1,2008,54,15
III/c,S1,2008,53,15
III/c,S1,2008,60,15
III/c,S1,2005,52,18
III/c,S1,2008,55,15
III/c,S1,2006,60,17
III/c,S1,2010,41,13
III/c,S1,2009,43,14
III/c,S1,2009,40,14
III/c,S1,2006,44,17
III/c,S1,2010,46,13
III/c,S1,2010,45,13
III/c,S1,2009,40,14
III/c,S1,2010,39,13
III/c,S1,2009,49,14
III/c,S1,2000,58,23
III/c,S1,2008,56,15
III/c,S1,2014,45,9
III/c,S1,2011,47,12
III/c,S1,2014,43,9
III/c,S1,1998,49,25
III/c,D3,1990,53,33
III/c,S1,2007,53,16
III/c,D3,2000,54,23
III/c,S1,1992,60,31
III/c,D3,1994,53,29
III/c,D3,2006,45,17
III/c,D3,2006,47,17
III/c,D3,2007,43,16
III/c,D3,2007,44,16
III/c,D3,1998,51,25
III/c,D3,2007,42,16
III/c,D3,2006,44,17
III/c,S1,2005,44,18
III/c,D3,2006,47,17
III/c,D3,2006,45,17
III/c,D3,2006,47,17
III/c,D3,2006,47,17
III/c,D3,2005,51,18
III/c,D3,2005,41,18
III/c,S1,2009,38,14
III/c,S1,2006,59,17
III/c,S1,2005,53,18
III/c,S1,2010,41,13
III/c,S1,1995,57,28
III/c,S1,2005,52,18
III/c,S1,2010,39,13
III/c,S1,2010,39,13
III/c,S1,2009,39,14
III/c,S1,2007,54,16
III/c,S1,2009,42,14
III/c,S1,2009,36,14
III/c,S1,2009,49,14
III/c,S1,2009,36,14
III/c,S1,2010,44,13
III/c,S1,2010,53,13
III/c,S1,2010,46,13
III/c,S1,2009,36,14
III/c,S1,2009,38,14
III/c,S1,2009,41,14
III/c,S1,2009,36,14
III/c,S1,2009,35,14
III/c,S1,2009,35,14
III/c,S1,2009,36,14
III/c,S1,2009,36,14
III/c,S1,2009,36,14
III/c,S1,2010,40,13
III/c,S1,2009,38,14
III/c,S1,2009,35,14
III/c,S1,2009,35,14
III/c,S1,2009,43,14
III/c,S1,2010,35,13
III/c,S1,2009,34,14
III/c,S1,2010,50,13
III/c,S1,2009,35,14
III/c,S1,2009,35,14
III/c,S1,2011,37,12
III/c,S1,2010,43,13
III/c,S1,2007,52,16
III/c,S1,2010,46,13
III/c,S1,2009,36,14
III/c,S1,2007,55,16
III/c,S1,2009,43,14
III/c,S1,2006,57,17
III/c,S1,2010,41,13
III/c,S1,2010,38,13
III/c,S1,2008,55,15
III/c,S1,2009,36,14
III/c,S1,2010,35,13
III/c,S1,2009,37,14
III/c,S1,2009,41,14
III/c,S1,2010,42,13
III/c,S1,2010,41,13
III/c,S1,2009,40,14
III/c,S1,2007,52,16
III/c,S1,2006,55,17
III/c,S1,2010,37,13
III/c,S1,2009,36,14
III/c,S1,2010,39,13
III/c,S1,2009,37,14
III/c,S1,2006,52,17
III/c,S1,2011,35,12
III/c,S1,2007,52,16
III/c,S1,2009,36,14
III/c,S1,2010,37,13
III/c,S1,2011,35,12
III/c,S1,2011,35,12
III/c,S1,2008,54,15
III/c,S1,2008,56,15
III/c,S1,2008,58,15
III/c,S1,2009,37,14
III/c,S1,2009,38,14
III/c,S1,2009,36,14
III/c,S1,2009,37,14
III/c,S1,2007,53,16
III/c,S1,2007,54,16
III/c,S1,2006,57,17
III/c,S1,2006,52,17
III/c,S1,2007,52,16
III/c,S1,2006,57,17
III/c,S1,2006,58,17
III/c,S1,2006,58,17
III/c,S1,2006,57,17
III/c,S1,2008,59,15
III/c,S1,2006,58,17
III/c,S1,2006,58,17
III/c,S1,2010,34,13
III/c,S1,2011,36,12
III/c,S1,2006,41,17
III/c,S1,2010,36,13
III/c,S1,2010,35,13
III/c,S1,2008,53,15
III/c,S1,2007,56,16
III/c,S1,2008,55,15
III/c,S1,2011,41,12
III/c,S1,2009,45,14
III/c,S1,2011,37,12
III/c,S1,2006,49,17
III/c,S1,2006,43,17
III/c,S1,2006,48,17
III/c,D3,2005,43,18
III/c,D3,2009,46,14
III/c,S1,2007,52,16
III/c,D3,2006,43,17
III/b,D3,2010,41,13
III/b,D3,2005,51,18
III/b,D3,2008,54,15
III/b,S1,2008,52,15
III/b,S1,2008,56,15
III/b,S1,2006,56,17
III/b,S1,2008,54,15
III/b,S1,2008,54,15
III/b,S1,2007,54,16
III/b,S1,2006,53,17
III/b,S1,2007,60,16
III/b,S1,2008,58,15
III/b,S1,2007,59,16
III/b,S1,2007,58,16
III/b,S1,2007,60,16
III/b,S1,2007,60,16
III/b,S1,2007,59,16
III/b,S1,2008,56,15
III/b,S1,2008,58,15
III/b,S1,2008,59,15
III/b,S1,1988,55,35
III/b,S1,2007,57,16
III/b,D3,2007,58,16
III/b,D3,2000,50,23
III/b,D3,2009,44,14
III/b,D3,2006,46,17
III/b,D3,2010,37,13
III/b,D3,2009,40,14
III/b,S1,2009,39,14
III/b,D3,2009,38,14
III/b,S1,2010,37,13
III/b,D3,2010,38,13
III/b,D3,2010,46,13
III/b,D3,2009,45,14
III/b,D3,2009,44,14
III/b,D3,2011,44,12
III/b,D3,2009,43,14
III/b,D3,2009,39,14
III/b,D3,2011,34,12
III/b,D3,2011,35,12
III/b,D3,2010,41,13
III/b,D3,2010,37,13
III/b,D3,2010,43,13
III/b,D3,2010,45,13
III/b,D3,2009,47,14
III/b,D3,2011,37,12
III/b,D3,2011,35,12
III/b,D3,2008,43,15
III/b,D3,2010,36,13
III/b,D3,2010,36,13
III/b,D3,2010,43,13
III/b,D3,2008,43,15
III/b,D3,2010,41,13
III/b,D3,2010,43,13
III/b,D3,2008,41,15
III/b,D3,2010,39,13
III/b,D3,2010,39,13
III/b,D3,2010,41,13
III/b,S1,2011,35,12
III/b,S1,2011,37,12
III/b,D3,2006,44,17
III/b,D3,2008,41,15
III/b,D3,2009,42,14
III/b,D3,2009,44,14
III/b,D3,2009,38,14
III/b,S1,2009,39,14
III/b,D3,2009,44,14
III/b,D3,2009,37,14
III/b,D3,2010,42,13
III/b,D3,2010,37,13
III/b,D3,2009,47,14
III/b,D3,2011,41,12
III/b,D3,2011,34,12
III/b,D3,2011,35,12
III/b,D3,2011,37,12
III/b,D3,2010,44,13
III/b,D3,2009,40,14
III/b,D3,2009,43,14
III/b,D3,2011,40,12
III/b,D3,2010,44,13
III/b,D3,2010,37,13
III/b,D3,2011,36,12
III/b,D3,2010,39,13
III/b,D3,2010,39,13
III/b,D3,2008,41,15
III/b,D3,2010,39,13
III/b,D3,2010,41,13
III/b,D3,2010,41,13
III/b,S1,2008,53,15
III/b,D3,2009,44,14
III/b,D3,2010,38,13
III/b,D3,2006,41,17
III/b,D3,2010,47,13
III/b,S1,2008,56,15
III/b,D3,2009,38,14
III/b,S1,2014,44,9
III/b,S1,2014,46,9
III/b,S1,2014,51,9
III/b,S1,2008,57,15
III/b,S1,2006,57,17
III/b,S1,2008,55,15
III/b,S1,2010,37,13
III/b,S1,2009,37,14
III/b,S1,2010,42,13
III/b,S1,2010,38,13
III/b,S1,2010,36,13
III/b,S1,2010,41,13
III/b,S1,2007,53,16
III/b,S1,2009,39,14
III/b,S1,2009,35,14
III/b,S1,2009,45,14
III/b,S1,2010,36,13
III/b,S1,2008,59,15
III/b,S1,2010,39,13
III/b,S1,2009,38,14
III/b,S1,2014,41,9
III/b,S1,2014,42,9
III/b,S1,2014,37,9
III/b,S1,2014,42,9
III/b,S1,2008,53,15
III/b,S1,2009,35,14
III/b,S1,2006,56,17
III/b,S1,2006,53,17
III/b,S1,2009,43,14
III/b,S1,2006,56,17
III/b,S1,2008,54,15
III/b,S1,2009,35,14
III/b,S1,2009,36,14
III/b,S1,2006,57,17
III/b,S1,2010,40,13
III/b,S1,2007,51,16
III/b,S1,2009,35,14
III/b,S1,2009,38,14
III/b,S1,2008,54,15
III/b,S1,2009,36,14
III/b,S1,2009,36,14
III/b,S1,2007,51,16
III/b,S1,2007,53,16
III/b,S1,2007,54,16
III/b,S1,2005,55,18
III/b,S1,2006,58,17
III/b,S1,2010,36,13
III/b,S1,2007,55,16
III/b,S1,2007,55,16
III/b,S1,2005,56,18
III/b,S1,2009,38,14
III/b,S1,2014,43,9
III/b,S1,2014,52,9
III/b,S1,2014,45,9
III/b,S1,1987,59,36
III/b,S1,2014,59,9
III/b,S1,2009,39,14
III/b,S1,2014,47,9
III/b,D3,2011,45,12
III/b,D3,2011,45,12
III/b,D3,2009,43,14
III/b,D3,2009,46,14
III/b,S1,2010,34,13
III/b,S1,2009,45,14
III/b,D3,2010,45,13
III/b,S1,2010,44,13
III/b,D3,2009,39,14
III/b,D3,2006,53,17
III/b,D3,2010,38,13
III/b,S1,2009,38,14
III/b,D3,2008,56,15
III/b,S1,2007,55,16
III/b,S1,2010,36,13
III/b,D3,2010,35,13
III/b,D3,2011,36,12
III/b,D3,2006,55,17
III/b,D3,2005,50,18
III/b,D3,2010,35,13
III/b,D3,2005,46,18
III/b,D3,2008,41,15
III/b,D3,2005,48,18
III/b,S1,2008,45,15
III/b,D3,2010,38,13
III/b,D3,2007,48,16
III/b,D3,2006,49,17
III/b,D3,2007,46,16
III/b,D3,2005,44,18
III/b,D3,2006,40,17
III/b,D3,2010,36,13
III/b,D3,2005,47,18
III/b,D3,2008,42,15
III/b,D3,2008,44,15
III/b,D3,2008,41,15
III/b,D3,2005,45,18
III/b,D3,2006,50,17
III/b,D3,2008,41,15
III/b,D3,2006,49,17
III/b,D3,2008,42,15
III/b,D3,2011,40,12
III/b,D3,2006,50,17
III/b,D3,2010,41,13
III/b,D3,2007,48,16
III/b,D3,2006,46,17
III/b,D3,2006,50,17
III/b,D3,2008,42,15
III/b,D3,2006,49,17
III/b,D3,2010,38,13
III/b,D3,2010,38,13
III/b,D3,2010,37,13
III/b,D3,2007,46,16
III/b,D3,2006,53,17
III/b,D3,2006,58,17
III/b,D3,2010,35,13
III/b,D3,2008,42,15
III/b,D3,2010,45,13
III/b,D3,2010,37,13
III/b,D3,2006,59,17
III/b,D3,2008,41,15
III/b,S1,2009,47,14
III/b,D3,2009,43,14
III/b,D3,2009,39,14
III/b,D3,2010,47,13
III/b,D3,2010,43,13
III/b,S1,2010,41,13
III/b,S1,2010,41,13
III/b,D3,2011,34,12
III/b,D3,2011,35,12
III/b,D3,2010,43,13
III/b,D3,2010,38,13
III/b,D3,2010,35,13
III/b,D3,2009,39,14
III/b,D3,2011,45,12
III/b,D3,2011,38,12
III/b,S1,2011,37,12
III/b,D3,2011,33,12
III/b,D3,2009,38,14
III/b,D3,2010,42,13
